state,2023
AK,3.6
AL,6.6
AR,7.1
AZ,5.4
CA,2.8
CO,0
CT,3.5
DC,1.7
DE,7.4
FL,6.7
GA,7.9
HI,1.2
IA,3.6
ID,3.2
IL,5.3
IN,6.4
KS,6.1
KY,5.7
LA,8.1
MA,1.4
MD,3.7
ME,6.4
MI,3.5
MN,0.7
MO,6.7
MS,6.1
MT,4.2
NC,8.5
ND,2.4
NE,2.4
NH,2.4
NJ,3.5
NM,5.9
NV,7.1
NY,1.7
OH,6.3
OK,10.1
OR,1.5
PA,3.4
RI,1.5
SC,9.1
SD,1.4
TN,7.4
TX,8.9
UT,2.4
VA,6.2
VT,1.2
WA,1.4
WI,5.2
WV,6.7
WY,10
